ID,Style,Category,Title,Year,Image URL,Is painting,Face/body,Ave. art rating,ImageOnly: agreeableness,ImageOnly: anger,ImageOnly: anticipation,ImageOnly: arrogance,ImageOnly: disagreeableness,ImageOnly: disgust,ImageOnly: fear,ImageOnly: gratitude,ImageOnly: happiness,ImageOnly: humility,ImageOnly: love,ImageOnly: optimism,ImageOnly: pessimism,ImageOnly: regret,ImageOnly: sadness,ImageOnly: shame,ImageOnly: shyness,ImageOnly: surprise,ImageOnly: trust,ImageOnly: neutral
577286a6edc2cb388004df04,Contemporary Art,Minimalism,Corner Piece,1969,https://use2-uploads1.wikiart.org/images/lynda-benglis/corner-piece-1969.jpg,no,none,-0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727fe2edc2cb3880ef5ab8,Modern Art,Color Field Painting,Atmospheric Effects I,1970,https://use2-uploads7.wikiart.org/images/alma-woodsey-thomas/atmospheric-effects-i-1970.jpg,yes,none,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57727014edc2cb3880bce964,Post Renaissance Art,Baroque,St. Apollonia,1636,https://use2-uploads6.wikiart.org/images/francisco-zurbaran/st-apollonia-1636.jpg,yes,face,1.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57726f48edc2cb3880ba012f,Post Renaissance Art,Romanticism,Charles IV of Spain and his family,1800,https://use2-uploads6.wikiart.org/images/francisco-goya/charles-iv-of-spain-and-his-family-1800.jpg,yes,face,1.2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
577271d3edc2cb3880c2e4cf,Post Renaissance Art,Romanticism,Portrait of Alexander Pushkin,1827,https://use2-uploads2.wikiart.org/images/orest-kiprensky/portrait-of-alexander-pushkin-1827.jpg,yes,face,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
577284e7edc2cb3880ff375a,Modern Art,Post-Impressionism,"View on the Cote d&#39;Azur, Menton",1916,https://use2-uploads6.wikiart.org/images/roger-fry/view-on-the-cote-d-azur-menton-1916.jpg,yes,none,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57726e47edc2cb3880b699f7,Post Renaissance Art,Realism,French Coastal Scene,1868,https://use2-uploads3.wikiart.org/images/charles-francois-daubigny/french-coastal-scene-1868.jpg,yes,none,1.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
57728984edc2cb38800de804,Post Renaissance Art,Rococo,Greek Woman at the Bath,1767,https://use2-uploads7.wikiart.org/images/joseph-marie-vien/greek-woman-at-the-bath-1767.jpg,yes,face,1.82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57727023edc2cb3880bcfefa,Renaissance Art,Early Renaissance,Christ Handing the Keys to St. Peter,1481,https://use2-uploads8.wikiart.org/images/pietro-perugino/christ-handing-the-keys-to-st-peter-1482.jpg,yes,face,1.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5772842cedc2cb3880fd1c07,Modern Art,Art Informel,Monturi with Red and Blue,1953,https://use2-uploads8.wikiart.org/images/willi-baumeister/monturi-with-red-and-blue-1953.jpg,yes,none,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727ffeedc2cb3880efda19,Modern Art,Expressionism,Teacher in Morocco,1908,https://use2-uploads1.wikiart.org/images/tivadar-kosztka-csontvary/teacher-in-morocco-1908.jpg,yes,face,1.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
577283d7edc2cb3880fbee6c,Modern Art,Abstract Expressionism,Virgin Forest,1948,https://use2-uploads3.wikiart.org/images/marcel-barbeau/virgin-forest-1948.jpg,yes,none,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728204edc2cb3880f63d8a,Modern Art,Abstract Art,Clocher du Village,1958,https://use2-uploads1.wikiart.org/images/syed-haider-raza/clocher-du-village-1958.jpg,yes,none,-0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728228edc2cb3880f6c6a5,Modern Art,Post-Impressionism,Wheatland with Woman of Shawl,1912,https://use2-uploads0.wikiart.org/images/janos-tornyai/wheatland-with-woman-of-shawl-1912.jpg,yes,face,1.1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
57728943edc2cb38800d2c83,Modern Art,Magic Realism,"Boris Anrep in his Studio, 65 Boulevard Arago",1949,https://use2-uploads3.wikiart.org/images/pierre-roy/boris-anrep-in-his-studio-65-boulevard-arago-1949.jpg,yes,face,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57727f7bedc2cb3880ee1357,Modern Art,Cubism,Landscape,1912,https://use2-uploads8.wikiart.org/images/amadeo-de-souza-cardoso/landscape-1912.jpg,yes,none,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727fb8edc2cb3880eecaef,Modern Art,Surrealism,"Dunes, Oceano",1936,https://use2-uploads1.wikiart.org/images/edward-weston/dunes-oceano-1936.jpg,yes,none,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577284e2edc2cb3880ff2f1e,Modern Art,Neo-Expressionism,Figure with Legs Crossed,1991,https://use2-uploads2.wikiart.org/images/manuel-neri/figure-with-legs-crossed-1991.jpg,no,face,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772798fedc2cb3880dbc750,Renaissance Art,Northern Renaissance,Ecce Homo,,https://use2-uploads6.wikiart.org/images/martin-schongauer/ecce-homo.jpg,yes,face,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57728219edc2cb3880f6b0be,Post Renaissance Art,Neoclassicism,S&#250;plica de In&#234;s de Castro,,https://use2-uploads3.wikiart.org/images/vieira-portuense/s-plica-de-in-s-de-castro.jpg,yes,face,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
577283d0edc2cb3880fbe34c,Modern Art,Abstract Expressionism,From a Riviera Window,1955,https://use2-uploads2.wikiart.org/images/jock-macdonald/from-a-riviera-window-1955.jpg,yes,none,-0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5772812dedc2cb3880f3ad4d,Modern Art,Cubism,La Table,1927,https://use2-uploads0.wikiart.org/images/louis-marcoussis/la-table-1927.jpg,yes,none,1.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727cd1edc2cb3880e5de05,Modern Art,Impressionism,Woman and Her Goats in the Dunes,1890,https://use2-uploads1.wikiart.org/images/max-liebermann/woman-with-goats.jpg,yes,face,1.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
577280f3edc2cb3880f30270,Modern Art,Neo-Expressionism,Save the Land,1998,https://use2-uploads4.wikiart.org/images/nyoman-masriadi/save-the-land-1998.jpg,yes,none,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57726ea4edc2cb3880b7e54e,Post Renaissance Art,Realism,Harvesters Resting,1850,https://use2-uploads5.wikiart.org/images/jean-francois-millet/harvesters-resting-1853.jpg,yes,face,1.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
577287c8edc2cb388008244b,Modern Art,Neo-Expressionism,Golden Head,1986,https://use2-uploads2.wikiart.org/images/nathan-oliveira/golden-head-1986.jpg,yes,face,-0.36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5772857fedc2cb38800120d4,Post Renaissance Art,Romanticism,Mary Robinson as Perdita,1782,https://use2-uploads3.wikiart.org/images/john-hoppner/mary-robinson-as-perdita-1782.jpg,yes,face,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57727b73edc2cb3880e18b92,Post Renaissance Art,Realism,Rye,1870,https://use2-uploads7.wikiart.org/images/fyodor-vasilyev/rye.jpg,yes,none,1.91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57727d89edc2cb3880e7e8d7,Renaissance Art,High Renaissance,The Lute Player,,https://use2-uploads0.wikiart.org/images/andrea-solario/the-lute-player.jpg,yes,face,1.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57727759edc2cb3880d461ff,Post Renaissance Art,Romanticism,Portrait of Alexander Pushkin,1827,https://use2-uploads5.wikiart.org/images/vasily-tropinin/not_detected_241177.jpg,yes,face,1.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57727696edc2cb3880d1f359,Renaissance Art,Early Renaissance,Annunciation,1443,https://use2-uploads5.wikiart.org/images/filippo-lippi/annunciation.jpg,yes,face,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
577285e4edc2cb388002632f,Modern Art,Pop Art,Table,1969,https://use2-uploads1.wikiart.org/images/allen-jones/table-1969.jpg,no,body,-0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
57726ecdedc2cb3880b8857f,Modern Art,Post-Impressionism,The Seed of the Areoi,1892,https://use2-uploads0.wikiart.org/images/paul-gauguin/the-seed-of-the-areoi-1892.jpg,yes,face,0.85,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5772845fedc2cb3880fdc0e9,Modern Art,Post-Impressionism,Terraced Garden in Mallorca,1911,https://use2-uploads1.wikiart.org/images/santiago-rusinol/terraced-garden-in-mallorca-1911.jpg,yes,none,2.6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
57727043edc2cb3880bd8d6a,Post Renaissance Art,Realism,Souvenir of Mortefontaine,1864,https://use2-uploads5.wikiart.org/images/camille-corot/souvenir-of-mortefontaine-1864.jpg,yes,face,2.1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
577281caedc2cb3880f59ad8,Post Renaissance Art,Neoclassicism,"February 11th, 1866 - The Modern Romania",1866,https://use2-uploads5.wikiart.org/images/gheorghe-tattarescu/february-11th-1866-the-modern-romania-1866.jpg,yes,face,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
577287c4edc2cb3880081d4b,Renaissance Art,Northern Renaissance,Elizabeth I - The Pelican Portrait,1575,https://use2-uploads7.wikiart.org/images/nicholas-hilliard/elizabeth-i-the-pelican-portrait-1575.jpg,yes,face,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728736edc2cb388006b3a6,Modern Art,Abstract Expressionism,Head,1953,https://use2-uploads5.wikiart.org/images/william-turnbull/head-1953.jpg,yes,none,-0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
577278cfedc2cb3880d93a9e,Renaissance Art,High Renaissance,The Virgin Reading,1510,https://use2-uploads2.wikiart.org/images/vittore-carpaccio/the-virgin-reading-1510.jpg,yes,face,1.4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
57727e83edc2cb3880eb0d2b,Renaissance Art,High Renaissance,Julius Caesar on a triumphal car,1490,https://use2-uploads5.wikiart.org/images/andrea-mantegna/julius-caesar-on-a-triumphal-car-1506.jpg,yes,face,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
577281a6edc2cb3880f510b1,Modern Art,Cubism,Jesuiten III (Jesuits III),1915,https://use2-uploads7.wikiart.org/images/lyonel-feininger/jesuiten-iii-jesuits-iii-1915.jpg,yes,face,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
577272d6edc2cb3880c69b39,Modern Art,Post-Impressionism,Mont Sainte-Victoire,1895,https://use2-uploads5.wikiart.org/images/paul-cezanne/mont-sainte-victoire-3.jpg,yes,none,1.54,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57728a18edc2cb38800fd615,Post Renaissance Art,Romanticism,Cyril Jackson,1811,https://use2-uploads3.wikiart.org/images/charles-turner/cyril-jackson-1811.jpg,yes,face,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728261edc2cb3880f7748f,Post Renaissance Art,Rococo,Perspective with a Portico,1765,https://use2-uploads2.wikiart.org/images/canaletto/perspective-with-a-portico-1765.jpg,yes,body,1.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57728108edc2cb3880f3227e,Post Renaissance Art,Rococo,Portrait of Countess N. F. Vorontsova,1785,https://use2-uploads3.wikiart.org/images/dmitry-levitzky/portrait-of-countess-n-f-vorontsova.jpg,yes,face,1.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
57728225edc2cb3880f6c23d,Modern Art,Art Informel,29.6.61 T,1961,https://use2-uploads8.wikiart.org/images/julius-bissier/29-6-61-t-1961.jpg,yes,none,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57727b79edc2cb3880e18fc4,Post Renaissance Art,Romanticism,Mares and Foals in a River Landscape,1763,https://use2-uploads7.wikiart.org/images/george-stubbs/mares-and-foals-in-a-river-landscape-1768.jpg,yes,face,1.92,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57728736edc2cb388006b406,Modern Art,Abstract Expressionism,Horse,1954,https://use2-uploads6.wikiart.org/images/william-turnbull/horse-1954.jpg,no,none,-1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57728172edc2cb3880f46baf,Modern Art,Art Informel,Chicago (detail),1953,https://use2-uploads7.wikiart.org/images/jean-rene-bazaine/chicago-detail-1953.jpg,yes,none,0.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
577270e8edc2cb3880bfa325,Modern Art,Neo-Expressionism,Bird on Money,1981,https://use2-uploads4.wikiart.org/images/jean-michel-basquiat/bird-on-money.jpg,yes,face,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577279ceedc2cb3880dc81af,Modern Art,Expressionism,Blue Fox,1911,https://use2-uploads3.wikiart.org/images/franz-marc/blue-fox-1911.jpg,yes,face,1.6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
57727802edc2cb3880d64fcf,Modern Art,Surrealism,Children,1937,https://use2-uploads0.wikiart.org/images/balthus/children-1937.jpg,yes,face,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57727029edc2cb3880bd081a,Renaissance Art,High Renaissance,The vision of St. Bernard,1493,https://use2-uploads1.wikiart.org/images/pietro-perugino/the-vision-of-st-bernard.jpg,yes,face,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
577283cbedc2cb3880fbda39,Modern Art,Abstract Expressionism,Feet 102,1957,https://use2-uploads6.wikiart.org/images/aaron-siskind/feet-102-1957.jpg,yes,body,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772839fedc2cb3880fb4537,Modern Art,Impressionism,"Farm Near Horsey, Norfolk",1885,https://use2-uploads6.wikiart.org/images/henry-herbert-la-thangue/farm-near-horsey-norfolk-1885.jpg,yes,none,0.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57727f93edc2cb3880ee394c,Modern Art,Post-Impressionism,Interior (Lorica),1913,https://use2-uploads5.wikiart.org/images/stefan-luchian/interior-lorica-1913.jpg,yes,face,2.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
57727ec7edc2cb3880ec220c,Post Renaissance Art,Neoclassicism,"Mercury, Venus and Pegasus",1933,https://use2-uploads1.wikiart.org/images/yannoulis-chalepas/mercury-venus-and-pegasus-1933.jpg,no,face,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
57727564edc2cb3880ce16c4,Post Renaissance Art,Realism,Last Journey,1865,https://use2-uploads0.wikiart.org/images/vasily-perov/last-journey-1865.jpg,yes,face,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
57726e43edc2cb3880b694c1,Renaissance Art,Northern Renaissance,Parable of the Blind,1568,https://use2-uploads2.wikiart.org/images/pieter-bruegel-the-elder/parable-of-the-blind-1568.jpg,yes,face,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
577282e6edc2cb3880f940ee,Modern Art,Surrealism,"Couple kissing under the Pont au Double, Paris",1935,https://use2-uploads1.wikiart.org/images/brassai/couple-kissing-under-the-pont-au-double-paris-1935.jpg,yes,face,2.2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
57727f92edc2cb3880ee392c,Modern Art,Post-Impressionism,Hair Washing,1912,https://use2-uploads2.wikiart.org/images/stefan-luchian/hair-washing-1912.jpg,yes,face,1.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
57728415edc2cb3880fca475,Post Renaissance Art,Baroque,Portrait of a Condottiero,1622,https://use2-uploads4.wikiart.org/images/artemisia-gentileschi/portrait-of-a-condottiero-1622.jpg,yes,face,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
577286aaedc2cb388004e49a,Post Renaissance Art,Romanticism,The Emperor Napoleon I,1815,https://use2-uploads2.wikiart.org/images/horace-vernet/the-emperor-napoleon-i-1815.jpg,yes,face,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
577287ceedc2cb3880082ecd,Modern Art,Neo-Expressionism,A Quiet Moment,1995,https://use2-uploads5.wikiart.org/images/henry-villierme/a-quiet-moment-1995.jpg,yes,face,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57727ca6edc2cb3880e542d2,Post Renaissance Art,Baroque,Ice on the moat entertainment,1618,https://use2-uploads6.wikiart.org/images/esaias-van-de-velde/ice-on-the-moat-entertainment-1618.jpg,yes,face,2.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
577280e0edc2cb3880f28f46,Modern Art,Pop Art,Still Life with Dagger,1963,https://use2-uploads6.wikiart.org/images/patrick-caulfield/still-life-with-dagger-1963.jpg,yes,none,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577281f5edc2cb3880f62505,Modern Art,Cubism,Study for a portrait of Jean Dupr&#233;,1913,https://use2-uploads6.wikiart.org/images/f-lix-del-marle/study-for-a-portrait-of-jean-dupr-1913.jpg,yes,face,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
